name,type,color,sku,simples_skus,body_type,Color Description,description,neck,fingerboard,scale_length,body_material,pickups,bridge,tuning_machines,Options,msrp,visibility,country_of_manufacture,_attribute_set,_product_websites,custom_design,enable_googlecheckout,msrp_display_actual_price_type,msrp_enabled,options_container,price,short_description,status,tax_class_id,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided
Mondial Deluxe,simple,HSB,MOGD-HSB,,semi_hollow_body,Herritage Sunburst,"The Mondial Deluxe provides both dual Humbucker pickups along with a Piezo acoustic pickup creating the ability to blend the two for rich, complex tonalities. The Piezo acoustic bridge is kept in check by an onboard three band active EQ, and the WVC Wilkinson Humbuckers feature a traditional passive tone control. Both the look and sound of the Mondial Deluxe are derived from the selection of classic tone-producing woods used in its construction. The maple and mahogany complement each other to perfection. The three-ply pickguard, distinctive Italia tailpiece and ornate custom fretmarkers are the finishing touches to a guitar masterpiece.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Mahogany Chambered Body w/Soft Maple Cap,Wilkinson WVC Humbuckers,Piezo Tune-o-matic w/Italia Trapeze,Italia Machines,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"The Mondial Deluxe provides both dual Humbucker pickups along with a Piezo acoustic pickup creating the ability to blend the two for rich, complex tonalities. The Piezo acoustic bridge is kept in check by an onboard three band active EQ, and the WVC Wilkinson Humbuckers feature a traditional passive tone control. Both the look and sound of the Mondial Deluxe are derived from the selection of classic tone-producing woods used in its construction. The maple and mahogany complement each other to perfection. The three-ply pickguard, distinctive Italia tailpiece and ornate custom fretmarkers are the finishing touches to a guitar masterpiece.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Mondial Deluxe,configurable,,MOGD,"MOGD-HSB,MOGD-2TS",solid_body,,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",Action adjustable Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Agathis Tonewood,Wilkinson WVC Humbuckers w/Tap-coil,Tune-o-matic w/Italia Stop-bar,Italia Machines,Pearloid Back,1001,4,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modena Classic,simple,BLSP,MNG-BLSP,,solid_body,Blue Sparkle,"With acres of Pearloid and shimmering sparkle, the Modena is a blast from the past and a definitive example of glitzy retro-chic. Features include 3 Wilkinson Alnico V Mini Humbuckers, plus a special blend control to give you a wide range of pickup combinations (seven in all). And there’s an ultra-smooth action ITALIA Vibrato for that original vintage feel.",Bolt-on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 648mm,Agathis Tonewood,Wilkinson WMH Mini Humbuckers,Roller Saddle Tune-o-matic w/Italia Whammy Bar,Italia Locking Tuners,Pearloid Back,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"With acres of Pearloid and shimmering sparkle, the Modena is a blast from the past and a definitive example of glitzy retro-chic. Features include 3 Wilkinson Alnico V Mini Humbuckers, plus a special blend control to give you a wide range of pickup combinations (seven in all). And there’s an ultra-smooth action ITALIA Vibrato for that original vintage feel.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modena Classic,simple,RDSP,MNG-RDSP,,solid_body,Red Sparkle,"With acres of Pearloid and shimmering sparkle, the Modena is a blast from the past and a definitive example of glitzy retro-chic. Features include 3 Wilkinson Alnico V Mini Humbuckers, plus a special blend control to give you a wide range of pickup combinations (seven in all). And there’s an ultra-smooth action ITALIA Vibrato for that original vintage feel.",Bolt-on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 648mm,Agathis Tonewood,Wilkinson WMH Mini Humbuckers,Roller Saddle Tune-o-matic w/Italia Whammy Bar,Italia Locking Tuners,Pearloid Back,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"With acres of Pearloid and shimmering sparkle, the Modena is a blast from the past and a definitive example of glitzy retro-chic. Features include 3 Wilkinson Alnico V Mini Humbuckers, plus a special blend control to give you a wide range of pickup combinations (seven in all). And there’s an ultra-smooth action ITALIA Vibrato for that original vintage feel.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modena Classic,simple,GDSP,MNG-GDSP,,solid_body,Gold Sparkle,"With acres of Pearloid and shimmering sparkle, the Modena is a blast from the past and a definitive example of glitzy retro-chic. Features include 3 Wilkinson Alnico V Mini Humbuckers, plus a special blend control to give you a wide range of pickup combinations (seven in all). And there’s an ultra-smooth action ITALIA Vibrato for that original vintage feel.",Bolt-on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 648mm,Agathis Tonewood,Wilkinson WMH Mini Humbuckers,Roller Saddle Tune-o-matic w/Italia Whammy Bar,Italia Locking Tuners,Pearloid Back,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"With acres of Pearloid and shimmering sparkle, the Modena is a blast from the past and a definitive example of glitzy retro-chic. Features include 3 Wilkinson Alnico V Mini Humbuckers, plus a special blend control to give you a wide range of pickup combinations (seven in all). And there’s an ultra-smooth action ITALIA Vibrato for that original vintage feel.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modena Classic,simple,GRSP,MNG-GRSP,,solid_body,Green Sparkle,"With acres of Pearloid and shimmering sparkle, the Modena is a blast from the past and a definitive example of glitzy retro-chic. Features include 3 Wilkinson Alnico V Mini Humbuckers, plus a special blend control to give you a wide range of pickup combinations (seven in all). And there’s an ultra-smooth action ITALIA Vibrato for that original vintage feel.",Bolt-on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 648mm,Agathis Tonewood,Wilkinson WMH Mini Humbuckers,Roller Saddle Tune-o-matic w/Italia Whammy Bar,Italia Locking Tuners,Pearloid Back,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"With acres of Pearloid and shimmering sparkle, the Modena is a blast from the past and a definitive example of glitzy retro-chic. Features include 3 Wilkinson Alnico V Mini Humbuckers, plus a special blend control to give you a wide range of pickup combinations (seven in all). And there’s an ultra-smooth action ITALIA Vibrato for that original vintage feel.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modena Classic,configurable,,MNG,"MNG-GRSP,MNG-GDSP,MNG-RDSP,MNG-BLSP",solid_body,,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",Action adjustable Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Agathis Tonewood,Wilkinson WVC Humbuckers w/Tap-coil,Tune-o-matic w/Italia Stop-bar,Italia Machines,Pearloid Back,1001,4,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modena Sitar,simple,RCK,MNGT-RCK,,specialty,Red Cracking,"This electric sitar is a unique instrument that utilizes the Gotoh Buzz bridge producing the sympathetic string sound of a traditional sitar. In addition to the unique sound is the mini-harp on the upper part of the body. Tuned in half-steps, this mini-harp has its own lipstick pickup and produces resonating overtones to the primary strings. In effect, the ITALIA Modena Sitar produces some of the most unique and bizarre tones to come from an electric guitar. The ITALIA Modena Sitar is loaded with three lipstick pickups (one specially designed for the mini-harp) each having its own individual Volume and Tone controls for endless variations of blending. No other instrument can reproduce what this one does. The ITALIA Modena Sitar is unique and fresh providing a different outlook on modern electric guitar.",Maple Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 648mm,Hollow Construction,Italia Lipstick Pickups,Gotoh Buzz Sitar Bridge,Italia Machines,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"This electric sitar is a unique instrument that utilizes the Gotoh Buzz bridge producing the sympathetic string sound of a traditional sitar. In addition to the unique sound is the mini-harp on the upper part of the body. Tuned in half-steps, this mini-harp has its own lipstick pickup and produces resonating overtones to the primary strings. In effect, the ITALIA Modena Sitar produces some of the most unique and bizarre tones to come from an electric guitar. The ITALIA Modena Sitar is loaded with three lipstick pickups (one specially designed for the mini-harp) each having its own individual Volume and Tone controls for endless variations of blending. No other instrument can reproduce what this one does. The ITALIA Modena Sitar is unique and fresh providing a different outlook on modern electric guitar.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modena Sitar,simple,WCK,MNGT-WCK,,specialty,White Cracking,"This electric sitar is a unique instrument that utilizes the Gotoh Buzz bridge producing the sympathetic string sound of a traditional sitar. In addition to the unique sound is the mini-harp on the upper part of the body. Tuned in half-steps, this mini-harp has its own lipstick pickup and produces resonating overtones to the primary strings. In effect, the ITALIA Modena Sitar produces some of the most unique and bizarre tones to come from an electric guitar. The ITALIA Modena Sitar is loaded with three lipstick pickups (one specially designed for the mini-harp) each having its own individual Volume and Tone controls for endless variations of blending. No other instrument can reproduce what this one does. The ITALIA Modena Sitar is unique and fresh providing a different outlook on modern electric guitar.",Maple Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 648mm,Hollow Construction,Italia Lipstick Pickups,Gotoh Buzz Sitar Bridge,Italia Machines,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"This electric sitar is a unique instrument that utilizes the Gotoh Buzz bridge producing the sympathetic string sound of a traditional sitar. In addition to the unique sound is the mini-harp on the upper part of the body. Tuned in half-steps, this mini-harp has its own lipstick pickup and produces resonating overtones to the primary strings. In effect, the ITALIA Modena Sitar produces some of the most unique and bizarre tones to come from an electric guitar. The ITALIA Modena Sitar is loaded with three lipstick pickups (one specially designed for the mini-harp) each having its own individual Volume and Tone controls for endless variations of blending. No other instrument can reproduce what this one does. The ITALIA Modena Sitar is unique and fresh providing a different outlook on modern electric guitar.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modena Sitar,configurable,,MNGT,"MNGT-WCK,MNGT-RCK",solid_body,,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",Action adjustable Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Agathis Tonewood,Wilkinson WVC Humbuckers w/Tap-coil,Tune-o-matic w/Italia Stop-bar,Italia Machines,Pearloid Back,1001,4,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modena Semitone,simple,LSPB,MNGS-LSPB,,semi_hollow_body,Lime Sparkle Burst,"Following in the footsteps of its predecessor the Modena Classic, the Semitone was reborn with a chambered, semi_hollow_body construction body and wrapped top to bottom of the body and neck in Pearloid. This configuration combined with the newly designed ITALIA Premier Pickups delivers exceptional vintage tone demanded by the serious player. ",Bolt-on Neck w/Pearloid wrapped Hardrock Maple,22frets Rosewood,25.5in. / 648mm,Pearloid warpped Chambered Alder w/Maple Top,Italia Premier IPVb+IP9n,Sus saddled Bridge,Italia Machines,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Following in the footsteps of its predecessor the Modena Classic, the Semitone was reborn with a chambered, semi_hollow_body construction body and wrapped top to bottom of the body and neck in Pearloid. This configuration combined with the newly designed ITALIA Premier Pickups delivers exceptional vintage tone demanded by the serious player. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modena Semitone,simple,BSPB,MNGS-BSPB,,semi_hollow_body,Burgundy Sparkle Burst,"Following in the footsteps of its predecessor the Modena Classic, the Semitone was reborn with a chambered, semi_hollow_body construction body and wrapped top to bottom of the body and neck in Pearloid. This configuration combined with the newly designed ITALIA Premier Pickups delivers exceptional vintage tone demanded by the serious player. ",Bolt-on Neck w/Pearloid wrapped Hardrock Maple,22frets Rosewood,25.5in. / 648mm,Pearloid warpped Chambered Alder w/Maple Top,Italia Premier IPVb+IP9n,Sus saddled Bridge,Italia Machines,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Following in the footsteps of its predecessor the Modena Classic, the Semitone was reborn with a chambered, semi_hollow_body construction body and wrapped top to bottom of the body and neck in Pearloid. This configuration combined with the newly designed ITALIA Premier Pickups delivers exceptional vintage tone demanded by the serious player. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modena Semitone,configurable,,MNGS,"MNGS-BSPB,MNGS-LSPB",solid_body,,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",Action adjustable Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Agathis Tonewood,Wilkinson WVC Humbuckers w/Tap-coil,Tune-o-matic w/Italia Stop-bar,Italia Machines,Pearloid Back,1001,4,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini 6,simple,IBL,RMG6-IBL,,semi_hollow_body,Italia Blue,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini 6,simple,IRD,RMG6-IRD,,semi_hollow_body,Italia Red,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini 6,simple,BK,RMG6-BK,,semi_hollow_body,Black,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini 6,simple,2TS,RMG6-2TS,,semi_hollow_body,2 Tone Sunburst,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini 6,simple,HSB,RMG6-HSB,,semi_hollow_body,Herritage Sunburst,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini 6,simple,CSB,RMG6-CSB,,semi_hollow_body,Cheery Sunburst,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini 6,simple,WHP,RMG6-WHP,,semi_hollow_body,White Pearloid,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini 6,simple,GRP,RMG6-GRP,,semi_hollow_body,Grey Pearloid,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini 6,simple,RDP,RMG6-RDP,,semi_hollow_body,Red Pearloid,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini 6,configurable,,RMG6,"RMG6-RDP,RMG6-GRP,RMG6-WHP,RMG6-CSB,RMG6-HSB,RMG6-2TS,RMG6-BK,RMG6-IRD,RMG6-IBL",solid_body,,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",Action adjustable Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Agathis Tonewood,Wilkinson WVC Humbuckers w/Tap-coil,Tune-o-matic w/Italia Stop-bar,Italia Machines,Pearloid Back,1001,4,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
